age_years,sqft,rooms,bedrooms,bathrooms,pool,garage,zip_median_income,dist_transit_ft,trust_score,house_value
31.9,1322,3,2,1,0,1,40000,4825,3,640432
57.4,1846,5,3,2,0,1,63753,1875,6,602948
22.4,1085,2,1,1,0,0,64338,1443,7,471316
32.8,2641,6,4,2,0,1,40000,3675,6,1125017
65.5,1662,4,2,1,0,0,57266,2852,6,668509
25.9,2179,5,3,2,0,0,98678,1208,8,1134749
19.2,1258,5,3,2,0,0,55213,1465,6,557993
12.7,2767,8,5,3,0,0,96799,1933,8,1144223
19.0,2217,5,3,2,0,1,108077,3004,9,1269806
46.4,986,2,1,1,0,0,48826,2581,6,577928
28.4,2929,8,5,3,0,1,40000,990,5,1375621
24.8,1026,3,2,1,0,1,69995,2165,7,849911
18.9,1508,5,3,2,0,0,121500,2172,8,842531
27.4,3643,8,5,3,0,1,54234,2749,5,1188530
46.4,1668,4,2,2,0,0,55123,746,8,749819
21.8,2696,5,3,2,0,1,44305,8471,5,1057391
9.4,3170,8,5,3,0,0,40000,1217,5,1103813
75.4,626,2,1,1,0,0,61162,1664,6,506898
15.8,2691,5,3,2,0,1,68112,1122,7,1398282
21.6,3515,8,5,3,0,1,61362,4681,5,1399575
21.3,1705,4,2,1,0,1,40000,1181,6,916913
25.4,3787,8,5,3,0,1,82818,2312,6,1475927
79.4,1620,3,2,1,0,1,45558,3061,6,822458
58.2,2626,8,5,3,0,1,74488,852,6,989952
28.0,3767,8,5,3,0,0,129036,514,9,1224131
60.8,1227,4,2,2,0,1,65215,1992,6,839238
36.8,3434,7,5,2,0,1,43710,2278,4,970421
33.7,500,2,1,1,0,0,57402,1027,5,320536
18.1,4033,9,5,3,0,1,69214,2183,5,1500000
31.4,2286,5,3,2,0,0,48496,2878,5,719173
29.2,1842,5,3,2,0,1,48261,7420,4,1204861
84.7,2185,4,2,2,0,0,51089,648,6,891810
23.7,2596,6,4,2,0,1,48647,973,6,999097
28.7,2672,5,3,2,0,1,40000,1819,4,884319
14.6,1471,3,2,1,0,0,76410,3094,6,628219
64.7,1633,5,3,2,0,0,84133,3402,8,785759
36.1,1939,5,3,2,0,0,79806,1464,7,779758
53.2,1882,4,2,2,0,0,40000,1662,6,659295
42.4,1512,4,2,1,0,1,61635,2141,5,848934
65.5,2775,5,3,2,0,1,97722,4399,8,808349
33.3,1575,4,2,2,0,0,86263,1443,6,1111560
22.3,2765,7,4,3,0,1,40000,3316,5,989820
49.5,1506,4,2,2,0,1,56559,1196,6,713284
25.8,2399,6,4,2,0,1,59468,720,7,1155444
58.9,1715,4,2,2,0,0,62669,5427,7,697880
26.0,2323,6,4,2,0,1,98288,1884,8,1145481
29.8,1945,5,3,2,0,0,40000,2416,6,940813
42.0,1981,5,3,2,0,0,81779,3380,6,599746
29.8,1293,4,2,1,0,0,69093,3217,6,344141
39.0,1267,3,2,1,0,1,102945,603,9,823075
67.9,3620,7,5,2,0,1,67158,2653,4,1331473
41.9,2196,5,3,2,0,0,61250,1092,5,950410
21.1,2442,6,4,2,0,1,50372,761,6,1073872
41.8,2472,7,4,3,0,1,54305,4103,5,1087061
35.4,1163,3,1,1,0,0,91016,1434,8,828097
21.5,2572,7,4,3,0,0,71814,1691,6,1125045
84.1,4362,8,5,3,0,1,67661,2130,7,1500000
31.2,2133,5,3,2,0,1,93518,8180,7,1150137
30.9,1462,4,2,2,0,1,40000,2642,5,737170
40.7,2811,8,5,3,0,0,76479,975,5,1099631
52.4,3282,7,4,2,0,1,64919,966,8,1249921
31.6,2884,5,3,2,0,0,49775,1741,7,986518
59.7,1721,5,3,2,0,1,53746,4067,6,1003067
17.2,3268,7,4,3,0,1,45474,1112,6,1049778
24.1,4671,9,5,3,1,1,93144,1443,7,1500000
40.8,1448,3,2,1,0,1,63873,633,8,795714
33.5,2885,8,5,3,0,1,47929,3301,5,1080965
46.5,3993,8,4,3,0,1,40000,1349,7,866467
51.1,1420,2,1,1,0,0,64526,2669,7,760729
24.7,2520,5,3,2,0,1,49218,442,8,1265273
39.3,5000,10,5,4,0,1,106707,2664,8,1500000
52.5,2241,5,3,2,0,0,41690,1160,4,961817
62.8,1654,4,2,1,0,0,40000,693,7,959096
34.8,1691,5,3,2,0,0,65028,891,6,764697
42.6,1026,3,1,1,0,0,55377,3995,6,697311
7.2,2134,7,4,3,0,0,125847,1144,9,1119781
20.5,1776,4,3,1,0,0,55687,5615,6,839960
21.2,2054,6,3,3,0,0,81390,1141,8,867383
32.6,2760,7,4,3,0,1,82561,1406,9,1262523
41.2,4591,8,5,3,0,1,62374,600,6,1151760
39.0,2155,5,3,2,0,0,40622,2319,6,1000373
52.3,4148,8,5,3,1,1,87015,2310,6,1448135
44.7,2203,4,3,1,0,0,61197,2403,7,1100167
19.3,2195,5,3,2,0,0,69494,2087,6,757929
30.9,3380,8,5,3,0,0,81823,2064,7,1321489
65.2,2835,8,5,3,0,0,60217,1241,8,1428320
31.8,2225,6,4,2,0,1,90073,1333,8,955792
14.5,2451,5,3,2,0,0,108805,1579,9,1006882
40.9,1265,2,1,1,0,0,79587,2090,8,1183107
35.8,3154,8,5,3,0,1,64552,1597,7,1249627
15.1,2434,7,4,3,0,1,70681,847,6,1263485
32.2,2007,4,2,2,0,0,76111,1896,8,893321
28.8,2365,6,4,2,0,1,115180,627,10,1404255
31.7,1497,3,2,1,0,0,90317,1220,9,1091006
39.6,2730,8,5,3,0,1,82970,2947,6,1228800
48.6,2774,7,4,2,1,0,53747,1281,5,1357311
35.8,1708,5,3,2,0,1,200000,5527,10,1097686
25.3,2643,6,3,2,0,1,88778,975,7,1103730
14.8,2023,5,3,2,0,1,54016,1846,7,1017911
50.4,1098,2,1,1,0,0,43308,1185,6,924012
49.7,1923,4,2,1,0,0,71704,1500,6,641302
32.6,2850,6,3,2,0,1,73965,1777,7,1038338
64.4,3679,8,5,3,0,1,57003,1978,7,1466892
45.8,1937,4,2,1,0,1,63874,972,5,885101
52.9,1761,5,3,2,0,0,84408,448,8,884642
83.4,1744,4,2,1,0,1,105681,966,8,1058741
19.8,2612,7,4,3,0,0,56493,841,5,1111758
31.0,1244,3,2,1,0,0,82499,2449,7,715886
33.0,1872,5,3,2,0,0,75558,2324,6,969864
41.1,2435,5,3,2,0,1,40678,2194,5,962722
82.0,2165,5,3,2,0,0,40302,2217,5,898671
66.8,2012,5,3,2,0,1,82666,1034,9,995334
22.6,1975,6,4,2,0,0,65605,1450,6,1427300
68.6,2033,5,3,2,0,1,65843,489,8,744866
86.9,2238,4,2,2,0,0,52632,1073,5,824475
26.7,2603,5,3,2,0,0,46695,2175,6,1359332
46.5,5000,10,5,3,0,1,58202,1136,7,1500000
34.3,1969,5,3,2,0,1,62048,865,6,890454
22.4,1460,3,1,1,0,0,104930,1457,9,1032316
83.3,4006,9,5,3,0,1,94530,3498,7,1361016
90.7,1097,2,1,1,0,0,46590,1001,7,731219
60.9,2283,5,3,2,0,0,40000,3249,6,1142173
46.8,2280,6,4,2,0,1,84593,2166,6,929482
51.5,2662,6,4,2,0,1,51882,2336,5,882706
56.5,2036,5,3,2,0,1,40000,7753,4,809847
51.4,1919,4,2,1,0,1,96044,4078,5,791173
38.1,2374,5,3,2,0,0,63275,1527,7,920149
41.4,3054,9,5,4,0,0,48963,1853,5,1133189
73.3,1910,5,3,2,0,1,54009,1481,6,898002
23.0,1460,3,1,1,0,0,91396,3770,7,638467
43.7,1734,5,3,2,0,0,40000,687,5,933725
51.4,1802,5,3,2,0,1,80394,1210,7,1017153
45.5,1729,5,3,2,0,0,81690,1953,7,595604
29.8,980,4,2,1,0,0,75180,1074,6,808031
45.1,1594,5,3,2,0,0,73138,1389,8,928049
15.2,2512,6,4,2,0,1,43475,1801,6,1059626
20.9,1190,3,1,1,0,0,58996,912,6,504766
39.0,3112,7,4,2,0,1,43085,905,6,1461513
23.1,1687,3,2,1,0,0,63705,2099,5,480690
33.3,1880,5,3,2,0,0,57175,7987,6,1018550
27.5,2874,6,4,2,0,0,58973,736,7,1129701
17.0,1731,3,2,1,0,1,47627,812,6,1072771
75.0,5000,10,5,3,0,1,67577,4646,5,1446948
28.1,1976,5,3,2,0,0,42136,1226,8,850760
79.8,2273,6,4,2,0,0,98004,1793,9,704759
69.0,1460,4,2,1,0,0,40000,3772,5,623387
42.8,1049,2,1,1,0,0,83293,811,7,890581
67.0,2633,7,4,3,0,1,65151,3993,6,1174843
27.8,3036,8,5,3,0,1,67899,3355,7,1294169
43.4,1143,3,2,1,0,0,93057,762,9,677659
43.4,2642,8,5,3,0,0,63769,884,7,872543
44.8,2006,4,2,1,0,0,84389,1146,9,804320
29.2,5000,10,5,3,0,1,58238,1198,7,1500000
41.3,2677,6,3,2,0,1,40000,971,5,939529
42.2,3819,8,5,3,1,0,77979,1169,7,1500000
74.3,2698,8,5,3,0,1,58584,1489,6,1037842
18.4,1814,5,3,2,0,0,42783,3675,6,896096
8.4,1684,4,2,1,0,1,56317,1252,6,634490
87.1,2517,7,3,2,0,0,49747,1108,6,736819
11.5,2025,5,3,2,0,1,50507,2155,6,917311
119.2,1436,4,2,2,0,0,178863,3448,10,927971
53.5,1029,3,1,1,0,0,46624,2851,6,637814
80.1,3453,8,5,3,0,0,59890,440,7,1076783
37.3,2039,4,2,1,0,1,44338,1397,5,1006969
73.6,1223,2,1,1,0,0,51253,915,7,602617
59.0,5000,10,5,3,0,1,40000,1378,5,1442399
40.5,1040,3,2,1,0,0,80500,2780,6,718711
55.5,2275,5,3,1,0,1,40000,2355,4,977574
15.6,2470,6,4,2,1,0,72257,1358,8,931460
42.6,1836,3,2,1,0,0,71616,4988,6,907097
64.8,1661,3,2,1,0,0,58968,3077,6,957552
16.1,3696,8,5,3,0,1,60865,1022,9,1324540
48.2,1856,4,3,1,0,0,59389,736,7,578208
41.4,1814,4,2,1,0,0,71079,4684,5,978232
33.3,1426,3,1,1,0,0,163133,1894,10,885315
34.0,1952,5,3,2,0,0,86890,1002,7,1217831
57.2,1674,4,2,2,0,0,40138,2465,3,756837
49.3,1406,5,3,2,0,0,57932,5233,6,816762
60.1,2807,5,3,2,0,1,49649,2635,8,1155547
44.8,3715,8,5,3,1,0,104770,2394,9,1232887
45.1,2813,8,5,3,0,1,70191,1647,8,1140352
39.2,732,3,1,1,0,0,40000,1467,6,834195
45.1,1938,3,2,1,0,0,98747,2083,9,1013574
39.6,3383,8,5,3,0,1,109529,1648,9,1233291
28.9,672,2,1,1,0,1,68302,2973,6,571746
36.4,2045,5,3,2,0,0,70545,3290,7,1077632
48.8,5000,10,5,3,0,1,53433,1221,8,1500000
28.6,3823,8,5,3,0,1,88323,4576,6,1484068
28.8,3358,8,5,3,0,1,54982,938,7,1433321
23.2,1813,5,3,2,0,0,98136,1893,8,1083383
38.1,2162,5,3,2,0,0,51517,2727,5,1132382
58.2,1393,5,3,2,0,0,67891,953,7,1168549
28.4,2988,8,5,3,0,1,40000,727,5,1137981
35.0,1952,5,3,2,0,1,45785,1937,5,1066106
32.1,1720,5,3,2,0,1,138231,870,10,1177423
38.9,1243,3,2,1,0,0,57452,1172,6,734867
56.3,2164,6,4,2,0,0,92213,721,7,642089
52.1,2916,8,5,3,0,1,95799,2192,6,1170079
48.8,2407,5,3,1,0,0,55372,1181,6,795583
59.5,849,5,3,2,0,0,55241,1279,6,503384
59.0,1565,4,2,2,0,0,97254,1249,9,1017183
17.6,2152,5,3,2,0,0,44561,1755,7,791374
44.4,1506,5,3,2,0,0,71761,1206,7,928576
60.8,2489,5,3,2,0,0,43470,3077,6,854960
24.1,2019,6,2,2,0,1,65943,1553,8,911021
45.1,1303,3,2,1,0,0,68825,1611,7,944665
60.7,1819,4,2,1,0,0,40000,4097,5,653920
16.4,1758,5,3,2,0,1,57999,1059,6,859863
37.3,2770,7,4,3,0,1,62308,1035,7,986745
27.2,2798,8,5,3,0,1,45926,3476,6,1166266
52.5,3662,8,5,3,0,0,81242,3026,9,1085636
26.1,1585,4,3,1,0,0,100196,1378,8,853294
17.3,3440,8,5,3,0,1,50415,1075,6,1303317
13.0,2204,5,3,2,0,0,85979,1622,8,970949
48.6,1488,3,2,1,0,0,40000,4235,4,559556
16.3,2277,5,3,2,0,1,45962,2050,5,933910
51.4,1284,3,2,1,0,0,42614,2812,6,670002
28.2,1957,4,3,1,0,1,57341,2432,6,1011327
16.5,1152,2,1,1,0,0,61484,943,7,1012922
30.1,5000,10,5,3,0,1,44982,2974,5,1438110
33.2,2718,8,5,3,0,1,56989,570,6,1251578
42.5,1515,5,3,2,0,0,85147,1617,6,896084
91.0,926,2,1,1,0,0,59141,1421,7,788102
61.4,1578,5,3,2,0,0,49394,1393,6,716878
11.7,5000,10,5,3,0,0,68088,4968,5,1500000
70.0,2265,6,4,2,0,0,69348,522,8,1019459
58.7,1501,4,1,1,0,1,47433,887,6,690790
24.9,2035,6,3,3,1,0,40000,1933,5,880638
19.2,1828,5,3,2,0,0,40000,4462,3,460565
39.7,2081,5,3,2,0,0,40000,2570,7,979850
29.4,1537,4,2,1,0,1,40000,1487,6,1089780
35.4,1269,4,1,1,0,0,61651,1128,7,816272
54.6,4452,8,5,3,0,1,40000,1831,5,1500000
38.0,1613,4,2,1,0,0,74976,1843,7,771763
36.6,2240,5,3,2,0,0,49843,1771,7,999782
61.8,5000,10,5,3,0,1,97939,4647,8,1475124
33.3,1845,5,3,2,0,0,63018,2801,5,777954
27.8,1119,3,2,1,0,0,80682,1090,7,750667
5.1,1796,3,2,1,0,0,41517,1869,5,948394
36.4,2369,5,3,2,0,0,57478,1456,7,1199716
48.3,1822,5,3,2,0,0,57985,4367,5,811815
18.7,1304,2,1,1,0,0,60860,762,6,713126
22.1,1168,3,2,1,0,0,89191,716,6,622568
47.3,1649,6,4,2,0,1,105876,835,8,1179644
45.8,1645,3,1,1,0,0,47822,2968,7,854990
9.5,2696,6,4,2,0,1,64673,1313,7,1372322
11.0,2403,7,4,3,0,1,81908,1386,7,1139148
19.2,2228,6,3,2,0,0,124332,985,8,1055858
68.9,1321,4,2,1,0,0,67110,1511,7,898890
34.6,3572,7,4,2,1,1,92007,1014,8,1339502
27.8,1801,6,4,2,0,1,83643,705,7,1041520
58.4,1831,5,3,1,0,1,51144,3694,6,903210
29.2,4056,8,5,3,0,1,40000,944,7,1365501
70.5,3436,8,5,2,0,1,68546,3026,8,1500000
27.7,3517,8,5,3,0,0,40000,3214,6,1065344
36.6,2054,5,3,2,0,0,83397,2729,7,1230249
41.4,1766,4,2,1,0,0,84587,736,9,816057
47.4,2275,5,3,2,0,1,71214,1641,8,1171201
12.3,3992,8,5,3,0,1,59362,2186,5,1222314
55.2,1347,3,2,1,0,0,41333,2026,5,866309
65.3,1491,3,2,1,0,1,53162,1164,6,773490
40.9,3064,8,5,3,0,1,40000,2058,5,1152547
25.4,1956,5,3,2,0,1,40000,832,5,696038
12.3,1104,3,2,1,0,0,54200,741,7,781617
42.5,1620,3,2,1,0,1,70675,5195,7,725118
19.0,1341,4,2,2,0,0,40000,4679,5,882058
27.8,1937,5,3,2,0,0,107413,1059,8,623993
20.5,2299,4,3,1,0,1,63631,1603,6,1232222
34.3,1536,4,2,2,0,0,40000,3754,4,943964
37.9,1487,2,1,1,0,0,78799,2687,7,900358
32.4,2499,6,4,2,0,0,114025,2103,10,1304217
45.3,3275,8,5,3,0,1,73697,4322,8,1258605
65.2,2675,6,3,2,0,0,64596,671,7,705665
24.1,1519,5,2,1,0,0,79364,861,6,1014447
43.0,3569,8,5,3,0,1,84431,1211,7,1028536
34.1,3492,8,5,3,0,0,61681,2090,6,1235692
18.1,929,2,1,1,0,0,97991,1528,9,954997
21.1,1421,3,1,1,0,1,51641,2062,6,677424
35.3,1092,4,2,2,0,0,40000,1170,4,578018
45.7,1921,5,3,2,0,1,81959,649,8,801096
29.8,2573,5,3,2,0,0,40000,2639,4,879262
45.7,2890,8,5,3,0,1,68248,947,7,1290952
6.0,3041,7,4,3,0,0,55919,2552,6,1133961
27.1,1328,3,2,1,0,1,52267,1167,6,930672
84.1,2703,7,4,3,0,0,71225,1406,8,987100
14.2,2927,7,4,2,0,1,43338,4806,3,1087382
84.0,817,2,1,1,0,1,51590,1634,7,534984
65.5,2374,7,4,3,0,1,121451,4081,9,1286912
20.0,1896,3,2,1,0,1,87796,1881,9,1055198
32.5,1279,3,2,1,0,1,55107,1509,4,548116
49.1,1549,3,1,1,0,0,40000,2115,5,863245
21.4,1772,4,2,1,0,0,101115,379,10,1029459
28.9,1901,5,3,2,0,0,78127,1753,7,979615
16.3,1093,3,2,1,0,0,59049,4632,5,729331
38.5,1410,3,1,1,0,0,53262,927,7,569436
34.9,2216,5,3,2,0,0,47084,2193,5,767796
34.3,2040,5,3,2,0,0,42921,2291,5,717686
32.7,1973,4,3,1,0,0,42810,836,6,1174046
43.1,5000,10,5,3,0,1,58535,948,7,1500000
62.5,1947,7,4,3,0,1,99054,2440,9,1015041
46.8,1873,5,3,2,0,0,67274,1184,7,627066
68.6,803,2,1,1,0,0,66302,2123,6,835533
76.0,2571,7,4,3,0,0,77346,5579,5,1097340
51.9,4431,8,5,3,0,1,40000,3481,5,1500000
19.6,1036,2,1,1,0,1,68420,1136,7,651866
26.4,4393,8,5,3,0,1,40000,1506,6,1500000
46.7,2963,5,3,1,0,1,104979,1471,9,1231134
47.0,1262,5,3,2,0,0,69206,2309,6,642217
23.1,868,2,1,1,0,0,41920,2788,6,494477
21.5,1020,3,1,1,0,1,88828,1632,7,868114
51.7,1221,3,2,1,0,0,50231,1391,6,537640
24.1,3011,9,5,4,0,0,49720,1262,7,1220575
43.4,1412,3,2,1,0,0,89193,2306,8,830139
12.9,4206,8,5,3,0,1,83453,1116,8,1500000
44.5,2614,7,4,3,0,1,40000,5208,5,740396
24.8,1246,5,3,2,0,0,77937,2151,6,593645
22.9,2342,5,3,2,0,0,50262,2776,7,1054530
36.8,1254,4,1,1,0,0,94644,2260,9,743636
24.4,1780,5,3,2,0,0,44536,3000,4,811458
35.4,1791,4,3,1,0,0,72270,2164,6,686504
45.5,2064,5,3,2,0,0,60494,1948,7,644599
24.0,1402,3,2,1,0,0,55453,1304,6,798144
12.5,3358,6,4,2,0,1,65814,586,7,912514
38.2,1855,4,2,2,0,0,40000,2500,4,945587
16.6,2268,6,4,2,0,0,43327,625,5,881966
25.4,1594,3,2,1,0,1,63043,659,7,875660
21.3,1803,5,1,1,0,0,74361,1580,6,857949
12.2,1572,3,2,1,0,1,70362,3559,6,1000919
42.3,1934,6,4,2,0,1,49609,2116,6,898179
29.4,1622,5,3,2,0,0,61108,1200,8,771890
82.2,720,3,1,1,0,1,73867,5862,5,735940
30.4,1182,4,2,2,0,1,74889,1505,8,1021691
28.8,2178,5,3,2,0,0,45094,1091,8,1102985
60.6,1579,3,2,1,0,0,51958,547,6,708298
14.6,1900,5,3,2,0,0,55452,1422,7,1074028
33.6,1596,3,2,1,0,0,90681,2788,8,871880
32.3,1908,4,2,1,0,0,61295,1122,6,1060363
51.9,1964,5,3,2,0,0,42723,3229,4,999796
23.0,1060,3,2,1,0,0,75711,1161,8,787946
41.7,2867,8,5,3,0,1,68331,2215,7,1142116
20.2,1423,3,2,1,0,0,71850,2464,7,855541
66.1,2124,5,3,2,0,1,40000,1120,6,960614
76.7,1147,2,1,1,0,0,74638,3813,6,548480
29.7,1849,5,2,1,0,0,75394,1317,8,796229
59.0,2096,6,4,2,0,0,60049,2804,6,786749
64.8,1615,4,2,1,0,1,100545,1493,7,871138
27.5,3204,8,5,3,0,1,40000,1112,5,1222055
53.3,2764,5,3,2,0,1,94003,1295,7,1146785
64.4,1711,5,3,2,1,0,81895,803,8,1099267
49.5,5000,9,5,3,0,0,59552,959,8,1385889
42.1,3462,8,5,3,0,1,91054,2025,7,1475435
33.5,3112,7,4,3,0,0,54159,1178,6,859293
49.8,1179,3,2,1,0,0,67033,5961,5,1086320
37.3,2004,4,2,1,0,0,66377,928,7,759400
34.5,3508,8,5,3,0,0,124041,2040,9,1492064
86.8,1376,5,3,2,1,0,52131,938,5,959525
35.2,1055,3,2,1,0,0,74993,1554,8,407539
41.6,940,3,1,1,0,0,40000,5320,4,531819
44.1,1927,4,2,2,0,1,53866,759,5,864370
62.5,2266,6,3,2,0,0,40000,2598,4,1036816
17.1,1893,5,3,2,0,0,92430,917,9,1105443
49.9,1315,2,1,1,0,0,40740,1519,7,229343
38.4,2069,7,4,3,0,0,40000,2171,6,1148685
46.6,2746,6,4,2,0,1,96318,1448,7,1059107
58.7,1257,3,2,1,0,0,49643,825,6,618064
46.2,2272,5,3,2,0,0,69511,1677,7,828582
55.1,3059,9,5,4,0,1,45040,704,6,1302755
23.4,4104,9,5,3,0,1,46643,2177,5,1500000
38.4,2971,6,4,2,0,1,48414,2348,7,1382674
13.0,4925,9,5,3,0,1,64873,1942,5,1359884
40.8,1964,6,3,3,0,1,50857,1881,6,1148138
41.7,1853,3,2,1,0,0,65273,4167,7,655021
37.6,1857,5,3,2,0,0,40000,5184,4,740938
22.4,2827,6,4,2,0,1,50878,2289,5,796930
23.2,2745,6,3,1,0,1,122210,1868,8,1059426
27.3,1434,4,2,2,0,0,48308,2319,5,1145205
16.7,2025,5,3,1,0,0,61941,1329,5,919709
14.4,3587,8,5,2,0,1,48693,466,8,1500000
18.9,1672,4,2,1,0,1,51794,1135,6,1126403
38.2,1546,7,4,3,0,1,40000,505,7,846362
120.0,4359,9,5,3,0,1,40366,1077,5,1500000
56.2,1353,3,1,1,0,0,40000,2017,6,859082
94.1,1947,5,2,1,0,1,85197,497,8,1181774
80.6,1787,5,3,2,0,1,56427,1158,7,811287
50.5,1967,5,3,2,0,1,40000,3776,6,862854
26.2,1389,5,3,2,0,0,40000,3983,3,595728
49.2,2013,4,2,1,0,0,101262,5441,7,748531
36.8,2006,3,2,1,0,1,44464,5256,6,654671
38.0,2269,6,3,2,0,0,48008,1517,7,837599
51.0,1441,2,1,1,0,0,134261,1573,10,918238
26.7,1556,5,3,2,0,0,40000,1937,8,747603
37.3,5000,10,5,2,0,1,84133,3160,8,1500000
49.1,2776,6,4,2,0,1,50411,3923,6,1085457
15.3,1915,4,2,1,0,0,62490,1159,7,773121
34.6,2424,5,3,2,0,1,40000,2372,5,723268
31.8,2014,5,3,2,0,0,56318,1626,4,917373
51.4,1720,3,1,1,0,1,56669,2134,6,907738
24.7,1649,3,2,1,0,0,62641,1582,6,685061
30.2,4623,10,5,3,0,1,68366,2962,6,1500000
46.5,1748,3,1,1,0,0,48955,278,8,902128
16.4,1487,3,2,1,0,1,59875,2749,7,1025901
18.3,2268,5,3,2,0,0,66464,757,8,748027
24.3,2146,4,2,2,0,0,58801,2290,6,977048
40.6,1549,3,2,1,0,0,55024,1631,6,925249
30.8,3822,8,5,3,0,1,57516,2190,8,1193553
27.6,1000,2,1,1,0,0,47585,1296,6,693882
48.7,2043,5,3,2,0,1,63681,1177,5,1153802
25.8,1786,3,2,1,0,0,82570,1898,7,770672
46.2,1326,2,1,1,0,1,74397,3704,7,892063
72.0,2322,5,3,2,0,0,40000,4130,3,749101
27.5,870,3,2,1,0,0,40000,1355,8,646967
36.4,670,4,2,2,0,0,60934,2489,5,547662
31.1,1042,3,2,1,0,1,59366,1744,6,734784
62.2,2003,4,2,1,0,0,45761,601,6,944138
73.1,1258,3,2,1,0,0,47617,1153,4,788625
22.1,2001,5,3,2,0,0,40000,3174,5,900334
47.4,2257,5,3,2,0,1,40000,1802,5,786138
42.4,2943,7,4,3,0,0,92701,2399,8,1063113
35.9,1823,5,3,2,0,0,57678,2687,7,939891
5.0,979,2,1,1,0,0,62051,882,9,863892
83.2,1339,3,2,1,0,1,44972,1632,7,1252776
49.0,1069,3,2,1,0,0,94612,694,9,737833
15.0,1213,3,1,1,0,0,52172,1509,6,610525
42.9,2406,5,3,2,0,1,54040,1588,6,1187256
67.8,2182,7,4,3,0,1,74122,1181,7,628265
35.2,1872,5,2,1,0,1,66228,953,8,1238751
28.5,844,2,1,1,0,0,55253,1225,9,723823
45.3,2960,8,5,3,0,0,45455,4260,4,991596
62.5,2184,6,4,2,0,0,42427,937,6,923448
37.4,3860,9,5,4,0,0,65971,1548,7,1362926
46.2,3108,7,5,2,0,1,73504,2062,7,1446585
58.7,1217,3,2,1,0,0,59877,611,7,568515
47.2,1659,4,2,1,0,1,40000,2223,5,690132
71.5,1593,3,2,1,0,0,77342,1719,6,581215
47.2,1345,3,2,1,0,0,57000,2567,7,778014
36.6,1750,4,2,1,0,0,104124,3412,7,867705
66.0,2037,6,4,2,0,1,40000,1110,6,1141924
17.8,1077,2,1,1,0,1,51840,440,7,725781
80.8,1786,3,2,1,0,0,52090,2070,5,919257
17.3,1733,4,2,1,0,0,83221,1687,7,914516
52.1,2222,6,4,2,0,0,82229,1272,9,1160165
41.7,1440,3,1,1,0,0,77235,2051,6,771365
46.3,2098,7,4,3,0,0,40000,3771,7,887389
8.9,2430,7,4,3,0,1,52477,2129,5,1049572
67.4,2951,8,4,3,0,0,45303,1331,7,1118666
29.2,2595,5,3,2,0,0,49348,913,5,970723
42.2,1022,2,1,1,0,0,40000,2930,6,560720
56.3,1643,3,2,1,0,0,49851,672,7,849550
50.5,1665,5,3,2,0,0,65646,2437,6,830689
49.8,1454,4,3,1,0,0,44192,904,5,518465
50.2,1986,5,3,2,0,0,94128,3582,7,919503
38.4,1609,3,2,1,0,0,53005,1464,5,571650
23.7,2610,6,4,2,0,1,77712,2074,8,1054239
54.1,1635,4,2,1,0,1,40000,953,5,696389
34.4,1696,4,2,2,0,0,94272,2908,8,1071314
45.8,1246,3,2,1,0,0,97895,795,8,708495
59.7,2569,7,4,3,0,1,74439,900,7,1062466
46.2,2414,6,3,3,0,0,112664,1322,9,785932
47.2,2433,6,4,2,0,0,40000,2164,4,1236880
54.8,2796,6,4,2,0,0,40000,1363,7,1271174
18.1,2585,6,4,2,0,1,43692,2198,5,1059369
70.2,4295,8,5,3,0,1,42394,4262,4,1020583
3.4,1945,4,2,1,0,0,48245,1870,7,762067
66.6,1094,2,1,1,0,0,58405,1834,4,392361
78.4,2574,7,4,3,0,1,64397,4935,6,1033146
64.2,2142,5,3,2,0,0,76116,2188,8,639423
18.7,2009,5,3,2,0,0,40000,1230,8,756228
17.2,1414,3,2,1,0,0,82026,783,7,983154
26.5,2961,8,5,3,0,0,63895,3671,5,1171336
13.1,1840,5,3,2,1,1,40000,2892,6,979868
86.9,1829,7,4,3,0,0,48972,1620,6,746276
41.5,1877,4,2,1,0,1,49512,1578,6,967898
19.6,1685,3,2,1,0,1,56093,1139,7,834468
63.5,1357,3,2,1,0,0,78736,3012,7,1026194
23.7,2687,7,4,3,0,1,75076,1000,8,1373638
60.2,2460,7,4,3,0,0,54113,939,6,1165299
43.1,1934,4,1,1,0,0,43506,758,8,1038703
59.8,3952,8,5,3,0,1,40624,4696,4,1496414
26.3,2287,5,3,2,0,1,68573,903,8,1191051
33.0,2037,5,3,1,0,0,58941,1179,6,913116
19.4,2235,5,3,2,0,1,49279,1800,5,1026151
31.3,2146,4,2,2,0,0,45812,3021,7,1104092
46.5,2174,5,3,2,0,1,67780,1274,7,1052251
61.8,1206,3,1,1,0,0,61533,1632,7,753457
28.6,2317,5,3,2,0,1,54281,3088,5,958140
61.4,2883,4,3,1,0,1,100061,1326,6,1121305
45.0,5000,10,5,3,0,1,73340,705,8,1500000
74.9,2679,5,3,1,0,0,51457,853,3,1048912
23.3,3091,8,5,3,0,1,86040,1050,8,1163555
93.8,1480,4,2,2,0,1,70863,735,7,640889
35.8,1263,3,2,1,0,0,52075,3553,6,590285
30.9,1744,5,3,2,0,0,46875,1420,7,589113
42.6,1718,5,3,2,0,1,48095,2689,5,1103821
41.4,2178,6,3,2,0,0,102094,4645,8,980778
